"IdSensore","NomeTipoSensore","UnitaMisura","Idstazione","NomeStazione","Quota","Provincia","Comune","Storico","DataStart","DataStop","Utm_Nord","UTM_Est","lat","lng","Location"
"17127","Benzene","µg/m³","501","Milano v.Marche","129","MI","Milano","N","13/09/2012",,"5038105","514918","45.49631883","9.19093444","POINT (9.19093444 45.49631883)"
"6691","Ozono","µg/m³","642","Pavia v. Folperti","77","PV","Pavia","N","01/06/2002",,"5004590","512932","45.19468231","9.16464919","POINT (9.16464919 45.19468231)"
"6646","Particolato Totale Sospeso","µg/m³","514","Rho via Buon Gesù","152","MI","Rho","S","11/10/1991","09/06/1999","5041100","503483","45.52342919","9.0446025","POINT (9.0446025 45.52342919)"
"6939","PM10 (SM2005)","µg/m³","600","Lodi v.Vignati","80","LO","Lodi","N","05/12/2000",,"5017060","538042","45.30601628","9.48527511","POINT (9.48527511 45.30601628)"
"6748","Ossidi di Azoto","µg/m³","647","Breno v.Don Putelli","342","BS","Breno","S","09/06/1992","30/07/2018","5090074","600822","45.95683656","10.30106589","POINT (10.30106589 45.95683656)"
"5539","Biossido di Azoto","µg/m³","536","Arese v. Matteotti","157","MI","Arese","S","16/10/1991","30/07/2018","5043325","506302","45.54343664","9.08072867","POINT (9.08072867 45.54343664)"
"5597","Biossido di Azoto","µg/m³","594","Bergamo v.Goisis","290","BG","Bergamo","S","14/09/1996","30/07/2018","5062715","553620","45.71591825","9.68896994","POINT (9.68896994 45.71591825)"
"5531","Biossido di Azoto","µg/m³","528","Milano Verziere","116","MI","Milano","N","24/11/1988",,"5034443","515270","45.46334886","9.19532511","POINT (9.19532511 45.46334886)"
"6655","Particolato Totale Sospeso","µg/m³","555","Busto Arsizio v.Magenta","222","VA","Busto Arsizio","S","25/05/1991","19/06/2006","5050810","488313","45.61073922","8.850121","POINT (8.850121 45.61073922)"
"9999","Biossido di Azoto","µg/m³","683","Cassano d'Adda 2-v.Milano","133","MI","Cassano d'Adda","N","17/02/2006",,"5041567","540293","45.52647322","9.515991","POINT (9.515991 45.52647322)"
"5731","Ozono","µg/m³","566","Olgiate Comasco v.Roma","404","CO","Olgiate Comasco","S","01/08/1996","15/04/2010","5070038","497388","45.78389908","8.96640489","POINT (8.96640489 45.78389908)"
"5670","Biossido di Zolfo","µg/m³","584","Bergamo v.Garibaldi","249","BG","Bergamo","N","16/06/1994",,"5060449","551482","45.69568669","9.66126061","POINT (9.66126061 45.69568669)"
"5949","Ozono","µg/m³","625","Casalmaggiore v.Volta","23","CR","Casalmaggiore","S","19/05/1996","21/02/2007","4981793","612537","44.98066517","10.42738161","POINT (10.42738161 44.98066517)"
"5599","Biossido di Azoto","µg/m³","596","Osio Sotto v.per Levate","182","BG","Osio Sotto","N","06/04/2000",,"5052072","547691","45.62055568","9.61173782","POINT (9.61173782 45.62055568)"
"9998","Benzene","µg/m³","683","Cassano d'Adda 2-v.Milano","133","MI","Cassano d'Adda","S","17/02/2006","20/02/2024","5041567","540293","45.52647322","9.515991","POINT (9.515991 45.52647322)"
"10449","Particelle sospese PM2.5","µg/m³","560","Varese v.Copelli","383","VA","Varese","N","01/09/2009",,"5073728","486035","45.8169745","8.82024911","POINT (8.82024911 45.8169745)"
"5743","Ozono","µg/m³","569","Sondrio v.Mazzini","307","SO","Sondrio","S","01/11/1993","19/05/2003","5113078","567173","46.16797103","9.87014581","POINT (9.87014581 46.16797103)"
"6218","Ossidi di Azoto","µg/m³","583","Bergamo v.Meucci","249","BG","Bergamo","N","01/06/1989",,"5059922","550116","45.69104328","9.64366092","POINT (9.64366092 45.69104328)"
"5563","Biossido di Azoto","µg/m³","560","Varese v.Copelli","383","VA","Varese","N","07/08/2003",,"5073728","486035","45.8169745","8.82024911","POINT (8.82024911 45.8169745)"
"6650","Particolato Totale Sospeso","µg/m³","543","Vimercate v. dell'Ospedale","194","MB","Vimercate","S","10/02/1995","04/02/1998","5051330","528723","45.611744","9.3677","POINT (9.3677 45.611744)"
"6380","Ossidi di Azoto","µg/m³","572","Morbegno v.Cortivacci","262","SO","Morbegno","N","13/01/1999",,"5108901","543736","46.135486","9.56624","POINT (9.56624 46.135486)"
"5831","Monossido di Carbonio","mg/m³","515","Pero SS Sempione","141","MI","Pero","S","10/05/1991","30/07/2018","5039595","507028","45.50985564","9.08997419","POINT (9.08997419 45.50985564)"
"20685","Ammoniaca","µg/m³","501","Milano v.Marche","129","MI","Milano","N","13/01/2024",,"5038105","514918","45.49631883","9.19093444","POINT (9.19093444 45.49631883)"
"12627","Piombo","ng/m³","705","Milano Pascal Città Studi","122","MI","Milano","N","01/04/2008",,"5036190","518405","45.478347","9.231667","POINT (9.231667 45.478347)"
"9991","Ozono","µg/m³","681","Moggio Loc. Penscei","1194","LC","Moggio","N","12/07/2006",,"5084478","538586","45.91279097","9.49754261","POINT (9.49754261 45.91279097)"
"6354","Ossidi di Azoto","µg/m³","548","Milano v.Senato","118","MI","Milano","N","21/04/1995",,"5035238","515435","45.470501","9.19746075","POINT (9.19746075 45.470501)"
"6943","PM10 (SM2005)","µg/m³","630","Crema v.Indipendenza","78","CR","Crema","S","28/10/1999","03/04/2007","5024212","553035","45.36941556","9.67727511","POINT (9.67727511 45.36941556)"
"6915","PM10 (SM2005)","µg/m³","554","Saronno v.Santuario","212","VA","Saronno","N","16/12/2003",,"5052646","502058","45.62735705","9.02640138","POINT (9.02640138 45.62735705)"
"10141","Ossidi di Azoto","µg/m³","701","Ostiglia v.Colombo","14","MN","Ostiglia","S","29/11/2006","01/01/2017","4993316","668216","45.07331225","11.13703575","POINT (11.13703575 45.07331225)"
"10273","PM10 (SM2005)","µg/m³","705","Milano Pascal Città Studi","122","MI","Milano","N","21/04/2007",,"5036190","518405","45.478347","9.231667","POINT (9.231667 45.478347)"
"6817","Ossidi di Azoto","µg/m³","656","Gambara v.Parma","47","BS","Gambara","N","01/01/1990",,"5011493","601945","45.24955194","10.29913","POINT (10.29913 45.24955194)"
"5593","Biossido di Azoto","µg/m³","590","Ponte San Pietro v. Moiolo","225","BG","Ponte San Pietro","S","04/07/1990","26/05/2013","5060449","545762","45.69608872","9.58779631","POINT (9.58779631 45.69608872)"
"20441","Ossidi di Azoto","µg/m³","681","Moggio Loc. Penscei","1194","LC","Moggio","N","17/03/2007",,"5084478","538586","45.91279097","9.49754261","POINT (9.49754261 45.91279097)"
"6382","Ossidi di Azoto","µg/m³","569","Sondrio v.Mazzini","307","SO","Sondrio","N","01/11/1993",,"5113078","567173","46.16797103","9.87014581","POINT (9.87014581 46.16797103)"
"10548","PM10 (SM2005)","µg/m³","1269","Dalmine v.Verdi","207","BG","Dalmine","N","26/02/2010",,"5055304","546847","45.64971","9.60123469","POINT (9.60123469 45.64971)"
"6921","PM10 (SM2005)","µg/m³","564","Erba v. Battisti","279","CO","Erba","S","13/06/2009","11/07/2024","5072803","517232","45.8085738","9.2217792","POINT (9.2217792 45.8085738)"
"9833","Benzene","µg/m³","664","Mantova p.zza Gramsci","18","MN","Mantova","N","16/05/2005",,"5001351","640031","45.15175186","10.78141717","POINT (10.78141717 45.15175186)"
"9915","Particelle sospese PM2.5","µg/m³","591","Seriate v. Garibaldi","256","BG","Seriate","S","28/11/2005","30/07/2018","5059449","555672","45.68636206","9.71495853","POINT (9.71495853 45.68636206)"
"6922","PM10 (SM2005)","µg/m³","566","Olgiate Comasco v.Roma","404","CO","Olgiate Comasco","S","01/02/1995","15/04/2010","5070038","497388","45.78389908","8.96640489","POINT (8.96640489 45.78389908)"
"10166","Benzene","µg/m³","703","Schivenoglia v. Malpasso",,"MN","Schivenoglia","N","29/11/2006",,"4986922","663580","45.01688067","11.07609728","POINT (11.07609728 45.01688067)"
"5643","Biossido di Zolfo","µg/m³","538","Settimo Milanese v. Della Libertà","132","MI","Settimo Milanese","S","19/05/1992","26/08/2003","5036306","504444","45.48027247","9.05686386","POINT (9.05686386 45.48027247)"
"6414","Monossido di Carbonio","mg/m³","628","Cremona p.zza Libertà","61","CR","Cremona","S","14/11/1994","04/04/2006","4998730","581171","45.13738208","10.03237064","POINT (10.03237064 45.13738208)"
"6810","Particolato Totale Sospeso","µg/m³","655","Darfo Boario Terme v. De Amicis","221","BS","Darfo Boario Terme","S","01/01/1999","15/07/2004","5080789","591371","45.87460256","10.17736553","POINT (10.17736553 45.87460256)"
"5619","Biossido di Zolfo","µg/m³","544","Cormano v. Edison","153","MI","Cormano","S","26/10/1994","16/09/2023","5044180","512693","45.547597","9.166983","POINT (9.166983 45.547597)"
"9984","Particelle sospese PM2.5","µg/m³","669","Brescia Villaggio Sereno","70","BS","Brescia","N","06/06/2006",,"5040636","593101","45.51306214","10.19190606","POINT (10.19190606 45.51306214)"
"6358","Ossidi di Azoto","µg/m³","538","Settimo Milanese v. Della Libertà","132","MI","Settimo Milanese","S","27/05/1992","30/07/2018","5036306","504444","45.48027247","9.05686386","POINT (9.05686386 45.48027247)"
"12598","Piombo","ng/m³","609","Casirate d'Adda v. Cimitero","108","BG","Casirate d'Adda","N","24/04/2008",,"5038450","543458","45.49822794","9.55624181","POINT (9.55624181 45.49822794)"
"12583","Ammoniaca","µg/m³","1303","Cremona v.Gerre Borghi","36","CR","Cremona","S","01/01/2012","01/01/2017","4995675","584111","45.10954275","10.06924181","POINT (10.06924181 45.10954275)"
"10516","Biossido di Zolfo","µg/m³","671","Mantova Tridolino","22","MN","Mantova","S","30/03/2010","31/01/2024","5001664","646147","45.153328","10.859272","POINT (10.859272 45.153328)"
"20042","Ammoniaca","µg/m³","703","Schivenoglia v. Malpasso",,"MN","Schivenoglia","N","24/10/2013",,"4986922","663580","45.01688067","11.07609728","POINT (11.07609728 45.01688067)"
"10070","Biossido di Zolfo","µg/m³","693","Sannazzaro de' Burgondi v.Traversi","85","PV","Sannazzaro de' Burgondi","N","01/01/2007",,"4994371","492461","45.10277464","8.90418742","POINT (8.90418742 45.10277464)"
"12531","PM10 (SM2005)","µg/m³","1297","Spinadesco v.Battisti","48","CR","Spinadesco","N","16/02/2011",,"5000087","573153","45.15047339","9.93059842","POINT (9.93059842 45.15047339)"
"10173","PM10 (SM2005)","µg/m³","703","Schivenoglia v. Malpasso",,"MN","Schivenoglia","N","01/01/2007",,"4986922","663580","45.01688067","11.07609728","POINT (11.07609728 45.01688067)"
"6951","PM10 (SM2005)","µg/m³","649","Brescia v.Broletto","149","BS","Brescia","N","23/09/2000",,"5043674","595467","45.54006456","10.22281989","POINT (10.22281989 45.54006456)"
"20197","PM10 (SM2005)","µg/m³","598","San Rocco al Porto v.Matteotti","50","LO","San Rocco al Porto","N","01/01/2002",,"4992297","555154","45.08199189","9.70079278","POINT (9.70079278 45.08199189)"
"12637","Nikel","ng/m³","548","Milano v.Senato","118","MI","Milano","N","09/07/2008",,"5035238","515435","45.470501","9.19746075","POINT (9.19746075 45.470501)"
"6859","Biossido di Azoto","µg/m³","661","Rezzato v.De Gasperi","147","BS","Rezzato","N","05/08/1992",,"5041110","604367","45.51571417","10.33624003","POINT (10.33624003 45.51571417)"
"10279","Biossido di Azoto","µg/m³","705","Milano Pascal Città Studi","122","MI","Milano","N","16/06/2007",,"5036190","518405","45.478347","9.231667","POINT (9.231667 45.478347)"
"10109","Biossido di Zolfo","µg/m³","698","Ceneselli v. Moro","13","RO","Ceneselli","S","28/11/2006","01/01/2018","4987161","686934","45.013458","11.372581","POINT (11.372581 45.013458)"
"30163","Biossido di Azoto","µg/m³","669","Brescia Villaggio Sereno","70","BS","Brescia","N","13/12/2013",,"5040636","593101","45.51306214","10.19190606","POINT (10.19190606 45.51306214)"
"6777","Monossido di Carbonio","mg/m³","651","Brescia v.Triumplina","175","BS","Brescia","S","15/01/1999","19/10/2005","5047187","596090","45.57159144","10.23148892","POINT (10.23148892 45.57159144)"
"9918","Ossidi di Azoto","µg/m³","664","Mantova p.zza Gramsci","18","MN","Mantova","N","08/06/2004",,"5001351","640031","45.15175186","10.78141717","POINT (10.78141717 45.15175186)"
"5618","Biossido di Zolfo","µg/m³","529","Cinisello Balsamo v.Lincoln","149","MI","Cinisello Balsamo","S","10/08/1988","04/05/1999","5044335","517778","45.55232831","9.22776572","POINT (9.22776572 45.55232831)"
"5744","Ozono","µg/m³","555","Busto Arsizio v.Magenta","222","VA","Busto Arsizio","S","25/05/1991","01/01/2018","5050810","488313","45.61073922","8.850121","POINT (8.850121 45.61073922)"
"20771","Ammoniaca","µg/m³","683","Cassano d'Adda 2-v.Milano","133","MI","Cassano d'Adda","N","29/03/2024",,"5041567","540293","45.52647322","9.515991","POINT (9.515991 45.52647322)"
"30159","Ossidi di Azoto","µg/m³","655","Darfo Boario Terme v. De Amicis","221","BS","Darfo Boario Terme","S","23/01/2013","12/07/2023","5080789","591371","45.87460256","10.17736553","POINT (10.17736553 45.87460256)"
"20596","Particelle sospese PM2.5","µg/m³","517","Turbigo","141","MI","Turbigo","N","01/08/2023",,"5041480","479423","45.52655611","8.73650211","POINT (8.73650211 45.52655611)"
"5844","Monossido di Carbonio","mg/m³","572","Morbegno v.Cortivacci","262","SO","Morbegno","S","13/01/1999","17/01/2023","5108901","543736","46.135486","9.56624","POINT (9.56624 46.135486)"
"10406","Ossidi di Azoto","µg/m³","1263","Villa di Serio v. Glera","280","BG","Villa di Serio","S","08/10/2008","30/07/2018","5064969","557447","45.727881","9.738481","POINT (9.738481 45.727881)"
"5848","Monossido di Carbonio","mg/m³","555","Busto Arsizio v.Magenta","222","VA","Busto Arsizio","S","25/05/1991","03/01/2012","5050810","488313","45.61073922","8.850121","POINT (8.850121 45.61073922)"
"12570","Particelle sospese PM2.5","µg/m³","561","Como v.Cattaneo","202","CO","Como","N","23/09/2011",,"5073500","505203","45.81504217","9.06697886","POINT (9.06697886 45.81504217)"
"6322","Ossidi di Azoto","µg/m³","541","Limbiate v. F. Turati","181","MB","Limbiate","S","24/11/1994","30/07/2018","5049330","509823","45.590961","9.139417","POINT (9.139417 45.590961)"
"5578","Biossido di Azoto","µg/m³","575","Nibionno v.della Chiesa","310","LC","Nibionno","S","20/12/1991","30/07/2018","5066429","520613","45.75111892","9.26502439","POINT (9.26502439 45.75111892)"
"10117","Ossidi di Azoto","µg/m³","699","Magnacavallo campo sportivo","11","MN","Magnacavallo","S","29/11/2006","01/01/2018","4985830","671675","45.00514363","11.1784001","POINT (11.1784001 45.00514363)"
"17041","Piombo","ng/m³","583","Bergamo v.Meucci","249","BG","Bergamo","N","13/01/2012",,"5059922","550116","45.69104328","9.64366092","POINT (9.64366092 45.69104328)"
"6705","Monossido di Carbonio","mg/m³","643","Pavia p.zza Minerva","77","PV","Pavia","N","03/03/2002",,"5003660","511522","45.18633544","9.14667703","POINT (9.14667703 45.18633544)"
"5514","Biossido di Azoto","µg/m³","511","Abbiategrasso v. Serafino Dell'Uomo","118","MI","Abbiategrasso","S","23/01/1998","30/07/2018","5026880","493223","45.39541003","8.91341828","POINT (8.91341828 45.39541003)"
"5708","Ozono","µg/m³","536","Arese v. Matteotti","157","MI","Arese","S","03/10/1995","01/01/2018","5043325","506302","45.54343664","9.08072867","POINT (9.08072867 45.54343664)"
"6657","Particolato Totale Sospeso","µg/m³","552","Varese v.Vidoletti","425","VA","Varese","S","30/12/1991","30/04/2006","5075945","484773","45.83690178","8.80393513","POINT (8.80393513 45.83690178)"
"6617","Particolato Totale Sospeso","µg/m³","587","Casnigo via Europa","514","BG","Casnigo","S","08/11/1989","03/01/2003","5073819","567412","45.81464142","9.86771003","POINT (9.86771003 45.81464142)"
"9996","Ossidi di Azoto","µg/m³","682","Ferrera Erbognone ENI","88","PV","Ferrera Erbognone","N","21/01/2006",,"4995567","490094","45.11351117","8.87407772","POINT (8.87407772 45.11351117)"
"5513","Biossido di Azoto","µg/m³","510","Inzago v.le Gramsci","138","MI","Inzago","S","01/01/1991","01/01/2018","5043030","538012","45.53976956","9.48689669","POINT (9.48689669 45.53976956)"
"5837","Monossido di Carbonio","mg/m³","513","Trezzo sull'Adda v.Nenni","199","MI","Trezzo sull'Adda","S","22/02/2001","01/01/2017","5051253","539618","45.61370028","9.508134","POINT (9.508134 45.61370028)"
"6370","Ossidi di Azoto","µg/m³","543","Vimercate v. dell'Ospedale","194","MB","Vimercate","S","23/12/1994","30/07/2018","5051330","528723","45.611744","9.3677","POINT (9.3677 45.611744)"
"5823","Monossido di Carbonio","mg/m³","539","Milano v.Liguria","115","MI","Milano","S","20/10/1991","03/10/2023","5032273","513134","45.44386047","9.16794489","POINT (9.16794489 45.44386047)"
"5605","Biossido di Azoto","µg/m³","602","Melegnano v.Predabissi","83","MI","Melegnano","S","13/01/2000",,"5022361","525789","45.35428881","9.32924395","POINT (9.32924395 45.35428881)"
"10290","PM10 (SM2005)","µg/m³","706","Lecco v.Sora","272","LC","Lecco","N","31/12/2000",,"5078987","531045","45.86375372","9.39995481","POINT (9.39995481 45.86375372)"
"6782","Monossido di Carbonio","mg/m³","652","Brescia v.Turati","154","BS","Brescia","N","12/01/1999",,"5043626","596168","45.53953611","10.23178722","POINT (10.23178722 45.53953611)"
"20684","Ammoniaca","µg/m³","1374","Monza Parco","181","MB","Monza","N","22/12/2023",,"5049780","521452","45.603072","9.276156","POINT (9.276156 45.603072)"
"5750","Ozono","µg/m³","552","Varese v.Vidoletti","425","VA","Varese","N","23/12/1991",,"5075945","484773","45.83690178","8.80393513","POINT (8.80393513 45.83690178)"
"5851","Monossido di Carbonio","mg/m³","559","Somma Lombardo v.Facchinetti","210","VA","Somma Lombardo","S","20/03/2000","04/01/2012","5055150","477613","45.64954097","8.71269853","POINT (8.71269853 45.64954097)"
"10433","Biossido di Zolfo","µg/m³","1264","Sondrio v.Paribelli","290","SO","Sondrio","S","04/01/2009","04/01/2012","5113073","567873","46.16785664","9.87921169","POINT (9.87921169 46.16785664)"
"10547","Particelle sospese PM2.5","µg/m³","1269","Dalmine v.Verdi","207","BG","Dalmine","N","26/02/2010",,"5055304","546847","45.64971","9.60123469","POINT (9.60123469 45.64971)"
"10474","Benzene","µg/m³","1267","Turano Lodigiano v. Gramsci","65","LO","Turano Lodigiano","S","01/01/2010","31/03/2017","5010942","548751","45.25028636","9.62126692","POINT (9.62126692 45.25028636)"
"5665","Biossido di Zolfo","µg/m³","595","Filago v.Don Milani","190","BG","Filago","N","07/12/1991",,"5053519","543342","45.63387247","9.55609572","POINT (9.55609572 45.63387247)"
"5738","Ozono","µg/m³","607","Abbadia Cerreto v. Fanfulla","64","LO","Abbadia Cerreto","N","10/04/2001",,"5017500","545920","45.30950506","9.58580022","POINT (9.58580022 45.30950506)"
"10143","Biossido di Azoto","µg/m³","701","Ostiglia v.Colombo","14","MN","Ostiglia","S","29/11/2006","01/01/2017","4993316","668216","45.07331225","11.13703575","POINT (11.13703575 45.07331225)"
"5620","Biossido di Zolfo","µg/m³","525","Corsico v.le Italia","119","MI","Corsico","S","06/06/1983","04/11/2006","5031403","507619","45.43611269","9.09741197","POINT (9.09741197 45.43611269)"
"10019","Biossido di Azoto","µg/m³","685","Calusco d'Adda v. Caduti sul Lavoro","273","BG","Calusco d'Adda","N","30/06/2006",,"5059767","537706","45.69043647","9.48426111","POINT (9.48426111 45.69043647)"
"10269","Ammoniaca","µg/m³","502","Milano v.Juvara","122","MI","Milano","S","28/03/2007","11/06/2007","5035546","517377","45.47322769","9.22231536","POINT (9.22231536 45.47322769)"
"6925","PM10 (SM2005)","µg/m³","571","Bormio v.Monte Braulio","1225","SO","Bormio","N","18/04/2003",,"5147136","605598","46.46952397","10.37543275","POINT (10.37543275 46.46952397)"
"5703","Biossido di Zolfo","µg/m³","572","Morbegno v.Cortivacci","262","SO","Morbegno","S","29/09/1998","06/08/2008","5108901","543736","46.135486","9.56624","POINT (9.56624 46.135486)"
"10155","Biossido di Azoto","µg/m³","702","Pieve di Coriano v. Bugatte","16","MN","Pieve di Coriano","S","29/11/2006","01/01/2018","4988901","666747","45.03394468","11.11691932","POINT (11.11691932 45.03394468)"
"30160","Biossido di Azoto","µg/m³","655","Darfo Boario Terme v. De Amicis","221","BS","Darfo Boario Terme","S","13/12/2013","12/07/2023","5080789","591371","45.87460256","10.17736553","POINT (10.17736553 45.87460256)"
"6845","Ossidi di Azoto","µg/m³","659","Odolo v.Praes","349","BS","Odolo","N","08/10/1990",,"5055661","608260","45.64605175","10.38929672","POINT (10.38929672 45.64605175)"
"5718","Ozono","µg/m³","546","Magenta v. F. Turati","137","MI","Magenta","S","29/07/1995","03/10/2023","5034328","490635","45.46242074","8.88021388","POINT (8.88021388 45.46242074)"
"6286","Ossidi di Azoto","µg/m³","530","Agrate Brianza v.Ferrario","162","MB","Agrate Brianza","S","13/02/1990","30/07/2018","5046977","527628","45.575778","9.354094","POINT (9.354094 45.575778)"
"9855","Ossidi di Azoto","µg/m³","672","Cornale v.Libertà","74","PV","Cornale","N","29/07/2005",,"4987406","493238","45.04008561","8.91415717","POINT (8.91415717 45.04008561)"
"10581","Biossido di Azoto","µg/m³","1274","Perledo P.zza della stazione","212","LC","Perledo","N","01/09/2010",,"5095846","522171","46.01583272","9.28641942","POINT (9.28641942 46.01583272)"
"5586","Biossido di Azoto","µg/m³","583","Bergamo v.Meucci","249","BG","Bergamo","N","01/06/1989",,"5059922","550116","45.69104328","9.64366092","POINT (9.64366092 45.69104328)"
"20754","Benzene","µg/m³","1322","DarfoBT","221","BS","Darfo Boario Terme","N","08/03/2024",,"5080975","591483","45.87626097","10.17883506","POINT (10.17883506 45.87626097)"
"10081","Ozono","µg/m³","695","Ponti sul Mincio v.San Martino","113","MN","Ponti sul Mincio","N","06/02/2007",,"5030184","631718","45.41277633","10.68336214","POINT (10.68336214 45.41277633)"
"5591","Biossido di Azoto","µg/m³","588","Tavernola Bergamasca v.Riva di Sotto","191","BG","Tavernola Bergamasca","N","21/09/1990",,"5063058","581311","45.71630489","10.04477436","POINT (10.04477436 45.71630489)"
"10456","Particelle sospese PM2.5","µg/m³","1265","Lodi S.Alberto","76","LO","Lodi","N","03/08/2009",,"5016706","538829","45.30278678","9.49528589","POINT (9.49528589 45.30278678)"
"6262","Ossidi di Azoto","µg/m³","603","Castiraga Vidardo v.Craxi","74","LO","Castiraga Vidardo","S","13/01/2000","01/01/2018","5012170","531404","45.26232903","9.40029257","POINT (9.40029257 45.26232903)"
"5658","Biossido di Zolfo","µg/m³","552","Varese v.Vidoletti","425","VA","Varese","N","23/12/1991",,"5075945","484773","45.83690178","8.80393513","POINT (8.80393513 45.83690178)"
"5827","Monossido di Carbonio","mg/m³","501","Milano v.Marche","129","MI","Milano","N","05/04/1989",,"5038105","514918","45.49631883","9.19093444","POINT (9.19093444 45.49631883)"
"6428","Ossidi di Azoto","µg/m³","633","Soresina v. Landriani","70","CR","Soresina","N","01/01/2002",,"5014860","567712","45.28398","9.86340258","POINT (9.86340258 45.28398)"
"12667","Nikel","ng/m³","703","Schivenoglia v. Malpasso",,"MN","Schivenoglia","N","23/02/2008",,"4986922","663580","45.01688067","11.07609728","POINT (11.07609728 45.01688067)"
"9856","Ozono","µg/m³","672","Cornale v.Libertà","74","PV","Cornale","N","29/07/2005",,"4987406","493238","45.04008561","8.91415717","POINT (8.91415717 45.04008561)"
"20570","Ozono","µg/m³","659","Odolo v.Praes","349","BS","Odolo","N","03/01/2023",,"5055661","608260","45.64605175","10.38929672","POINT (10.38929672 45.64605175)"
"20357","Particelle sospese PM2.5","µg/m³","571","Bormio v.Monte Braulio","1225","SO","Bormio","N","26/10/2016",,"5147136","605598","46.46952397","10.37543275","POINT (10.37543275 46.46952397)"
"6338","Ossidi di Azoto","µg/m³","545","Motta Visconti v. De Gasperi","100","MI","Motta Visconti","N","17/03/1998",,"5014273","499103","45.28196356","8.98857592","POINT (8.98857592 45.28196356)"
"10258","Ammoniaca","µg/m³","626","Corte de' Cortesi con Cignone v. Villa Strada Forca","57","CR","Corte de' Cortesi con Cignone","N","22/11/2006",,"5014380","578919","45.27848997","10.00620528","POINT (10.00620528 45.27848997)"
"6745","Biossido di Zolfo","µg/m³","647","Breno v.Don Putelli","342","BS","Breno","S","09/06/1992","18/11/2003","5090074","600822","45.95683656","10.30106589","POINT (10.30106589 45.95683656)"
"10083","PM10 (SM2005)","µg/m³","695","Ponti sul Mincio v.San Martino","113","MN","Ponti sul Mincio","N","20/12/2006",,"5030184","631718","45.41277633","10.68336214","POINT (10.68336214 45.41277633)"
"12579","Biossido di Azoto","µg/m³","1303","Cremona v.Gerre Borghi","36","CR","Cremona","S","01/01/2012","01/01/2017","4995675","584111","45.10954275","10.06924181","POINT (10.06924181 45.10954275)"
"5796","Monossido di Carbonio","mg/m³","586","Costa Volpino v.Nazionale","192","BG","Costa Volpino","S","26/07/1993","12/09/2011","5075429","585212","45.82716061","10.09707131","POINT (10.09707131 45.82716061)"
"5579","Biossido di Azoto","µg/m³","576","Merate v. Madonna di Loreto","279","LC","Merate","N","18/02/1991",,"5060569","531623","45.69795956","9.40619194","POINT (9.40619194 45.69795956)"
"5846","Monossido di Carbonio","mg/m³","570","Tirano Viale Italia","439","SO","Tirano","S","30/05/1996","30/07/2018","5118891","589196","46.216293","10.170397","POINT (10.170397 46.216293)"
"5569","Biossido di Azoto","µg/m³","566","Olgiate Comasco v.Roma","404","CO","Olgiate Comasco","S","01/02/1995","15/04/2010","5070038","497388","45.78389908","8.96640489","POINT (8.96640489 45.78389908)"
"20004","BlackCarbon","µg/m³","705","Milano Pascal Città Studi","122","MI","Milano","N","30/09/2013",,"5036190","518405","45.478347","9.231667","POINT (9.231667 45.478347)"
"6248","Ossidi di Azoto","µg/m³","574","Lecco v. Amendola","214","LC","Lecco","N","01/01/1991",,"5077479","530713","45.85019631","9.39558125","POINT (9.39558125 45.85019631)"
"30165","Ozono","µg/m³","669","Brescia Villaggio Sereno","70","BS","Brescia","N","13/12/2013",,"5040636","593101","45.51306214","10.19190606","POINT (10.19190606 45.51306214)"
"6898","Biossido di Azoto","µg/m³","668","Mantova Lunetta2","25","MN","Mantova","S","01/01/2003","30/07/2018","5002119","643358","45.15799358","10.82394014","POINT (10.82394014 45.15799358)"
"17126","Benzene","µg/m³","705","Milano Pascal Città Studi","122","MI","Milano","N","13/09/2012",,"5036190","518405","45.478347","9.231667","POINT (9.231667 45.478347)"
"6734","Ossidi di Azoto","µg/m³","645","Voghera v.Repubblica","100","PV","Voghera","S","01/06/2003","15/10/2012","4981380","500562","44.98587178","9.00714089","POINT (9.00714089 44.98587178)"
"5747","Ozono","µg/m³","559","Somma Lombardo v.Facchinetti","210","VA","Somma Lombardo","S","21/03/2000","01/01/2018","5055150","477613","45.64954097","8.71269853","POINT (8.71269853 45.64954097)"
"20581","BlackCarbon","µg/m³","705","Milano Pascal Città Studi","122","MI","Milano","N","18/04/2023",,"5036190","518405","45.478347","9.231667","POINT (9.231667 45.478347)"
"5648","Biossido di Zolfo","µg/m³","507","Villasanta v. A. Volta","176","MB","Villasanta","S","18/12/1976","03/05/1999","5050610","523948","45.60862236","9.30711961","POINT (9.30711961 45.60862236)"
"5838","Monossido di Carbonio","mg/m³","528","Milano Verziere","116","MI","Milano","S","30/09/1988","04/07/2011","5034443","515270","45.46334886","9.19532511","POINT (9.19532511 45.46334886)"
"12688","Benzo(a)pirene","ng/m³","633","Soresina v. Landriani","70","CR","Soresina","N","02/04/2008",,"5014860","567712","45.28398","9.86340258","POINT (9.86340258 45.28398)"
"10396","Particelle sospese PM2.5","µg/m³","674","Monza v.Machiavelli","162","MB","Monza","N","19/12/2008",,"5047450","521343","45.574117","9.263808","POINT (9.263808 45.574117)"
"6635","Particolato Totale Sospeso","µg/m³","508","Cassano d'Adda v.di Vona","133","MI","Cassano d'Adda","S","10/12/1984","14/11/2005","5040847","540004","45.52000944","9.51223153","POINT (9.51223153 45.52000944)"
