IdSensore,NomeTipoSensore,Idstazione,NomeStazione,Provincia,Comune,lat,lng
12671,Benzo(a)pirene,703,Schivenoglia v. Malpasso,MN,Schivenoglia,45.01688067,11.07609728
10072,PM10 (SM2005),693,Sannazzaro de' Burgondi v.Traversi,PV,Sannazzaro de' Burgondi,45.10277464,8.90418742
30158,Particelle sospese PM2.5,649,Brescia v.Broletto,BS,Brescia,45.54006456,10.22281989
6220,Ossidi di Azoto,584,Bergamo v.Garibaldi,BG,Bergamo,45.69568669,9.66126061
10352,PM10 (SM2005),517,Turbigo,MI,Turbigo,45.52655611,8.73650211
12622,Piombo,542,Meda v. Gagarin,MB,Meda,45.660992,9.160225
12616,Piombo,670,Mantova S.Agnese,MN,Mantova,45.16057658,10.79557331
5965,Biossido di Azoto,633,Soresina v. Landriani,CR,Soresina,45.28398,9.86340258
12609,Cadmio,546,Magenta v. F. Turati,MI,Magenta,45.46242074,8.88021388
9928,Biossido di Azoto,677,Cremona Via Fatebenefratelli,CR,Cremona,45.14254358,10.04384767
12661,Nikel,681,Moggio Loc. Penscei,LC,Moggio,45.91279097,9.49754261
12690,Nikel,560,Varese v.Copelli,VA,Varese,45.8169745,8.82024911
20828,Biossido di Azoto,9157,Erba - Buccinigo,CO,Erba,45.80439096,9.20901588
9968,Ossidi di Azoto,679,Valmadrera v.Pozzi,LC,Valmadrera,45.84221272,9.35166247
9772,Benzene,600,Lodi v.Vignati,LO,Lodi,45.30601628,9.48527511
6246,Ossidi di Azoto,573,Colico v.La Madoneta,LC,Colico,46.1381409,9.38468725
12614,Arsenico,670,Mantova S.Agnese,MN,Mantova,45.16057658,10.79557331
6904,Ozono,596,Osio Sotto v.per Levate,BG,Osio Sotto,45.62055568,9.61173782
6832,Ozono,657,Lonato del Garda v.del Marchesino,BS,Lonato del Garda,45.46375819,10.48078183
9925,Ozono,677,Cremona Via Fatebenefratelli,CR,Cremona,45.14254358,10.04384767
5698,Biossido di Zolfo,604,Tavazzano con Villavesco v.Cascina Bagnolo,LO,Tavazzano con Villavesco,45.33036444,9.41464375
12673,Nikel,1264,Sondrio v.Paribelli,SO,Sondrio,46.16785664,9.87921169
10078,Ossidi di Azoto,695,Ponti sul Mincio v.San Martino,MN,Ponti sul Mincio,45.41277633,10.68336214
6228,Ossidi di Azoto,588,Tavernola Bergamasca v.Riva di Sotto,BG,Tavernola Bergamasca,45.71630489,10.04477436
20492,Particelle sospese PM2.5,1800,Brescia S.Polo,BS,Brescia,45.5086668,10.25637025
20455,BlackCarbon,501,Milano v.Marche,MI,Milano,45.49631883,9.19093444
5749,Ozono,554,Saronno v.Santuario,VA,Saronno,45.62735705,9.02640138
12607,Nikel,546,Magenta v. F. Turati,MI,Magenta,45.46242074,8.88021388
10278,Ossidi di Azoto,705,Milano Pascal Città Studi,MI,Milano,45.478347,9.231667
12624,Nikel,705,Milano Pascal Città Studi,MI,Milano,45.478347,9.231667
17042,Ammoniaca,677,Cremona Via Fatebenefratelli,CR,Cremona,45.14254358,10.04384767
10288,Ozono,706,Lecco v.Sora,LC,Lecco,45.86375372,9.39995481
10169,Monossido di Carbonio,703,Schivenoglia v. Malpasso,MN,Schivenoglia,45.01688067,11.07609728
6276,Ossidi di Azoto,606,San Giuliano Milanese via Milano,MI,San Giuliano Milanese,45.39619767,9.28269897
9802,Biossido di Azoto,670,Mantova S.Agnese,MN,Mantova,45.16057658,10.79557331
6841,Biossido di Azoto,659,Odolo v.Praes,BS,Odolo,45.64605175,10.38929672
6204,Ossidi di Azoto,592,Treviglio p.zza Insurrezione,BG,Treviglio,45.51933533,9.59201917
9899,Ozono,609,Casirate d'Adda v. Cimitero,BG,Casirate d'Adda,45.49822794,9.55624181
12615,Cadmio,670,Mantova S.Agnese,MN,Mantova,45.16057658,10.79557331
20216,Biossido di Zolfo,690,Mezzana Bigli loc. Casoni,PV,Mezzana Bigli,45.06966728,8.86890217
